code,score,image_url,synopsis,show_titles,popularity,members,scored_by,type,rating,premiered,studios,genres
2818,7.08,https://cdn.myanimelist.net/images/anime/7/11702.jpg,"In the future, the moon is a habitable place with atmosphere and gravity and also a famous tourist attraction. There are also stories about a ""long ears"" creature like rabbits on the moon who can use magic. Haruka Daichi heads off to the moon during a summer holiday alone because he likes to see the long ears creature by himself. However, he get himself dragged into an ancient conflict between two ancient moon races: the ""long ears"" race and Jado race. Jado race wanted to conquer the universe and resurrect ancient evil powers to seize control of the Earth. Now the ""long ears"" race and Daichi must seek three warriors who could use magic to release Mado King to fight Jado race and to release ""long ears"" race's kingdom, Rabiluna, from Jado race. (Source: AniDB)",Madou King Granzort;;Magic King;;Madouou Grandzort;;Mado Ou Granzort,9109,1646,459,TV,G - All Ages,Spring 1989,Sunrise,action;sci-fi;comedy;magic;fantasy;mecha;shounen
6747,7.07,https://cdn.myanimelist.net/images/anime/10/23561.jpg,"On live television, Mina Tepes, the ruler of all vampires, reveals the existence of her species to the world and states her plan to build a sanctuary in Japan for vampires, called the Vampire Bund. Using her family's wealth to pay off the nation's debt, they have agreed to let her build this safe-haven for her fellow creatures of the night. But not everyone is so easily swayed by Mina's influence, as her announcement brings about conflict with humans who believe that the queen's quest for peace is a façade. Akira Kaburagi does not believe in vampires and gets uneasy whenever they are brought up, although he has yet to realize why. Apart from suffering a head injury a year ago, he lives on blissfully until he meets Mina. She triggers within him memories of a life he had long forgotten, and he soon begins protecting her without understanding why. But Akira's secret is far stranger than he could have ever thought possible—he discovers that he is a werewolf, sworn from birth to protect the vampire queen, even if it costs him his life. Now, as these two dance a rondo of death in the Vampire Bund, Mina and Akira find out just how deep their bond goes. [Written by MAL Rewrite]",Dance in the Vampire Bund,736,184926,88292,TV,R+ - Mild Nudity,Winter 2010,Shaft,action;supernatural;vampire
37569,7.06,https://cdn.myanimelist.net/images/anime/1456/94897.jpg,"In the year 1930, vampires have infiltrated Tokyo to feast upon its unsuspecting citizens. As the number of victims continues to rise, the city's authorities decide to hire the Jaegers—a strange, diverse group of individuals tasked by the V Shipping Company to hunt down vampires around the world. Carrying musical instrument cases to disguise their identity, the Jaegers battle the vampires with the same mercilessness demonstrated by their foes. Yuliy, the Jaeger's most skilled warrior, is the sole survivor of a vampire raid on his home village. Using the strength granted by his werewolf blood, he works with his team to assist Tokyo's law enforcement with the city's vampire problem. Though under the pretense of helping the police, the Jaegers are actually fighting the vampires over the mystical Ark of Sirius. With its power to change the fate of the world, Yuliy and his friends must locate the artifact before the vampires can use it to achieve their destructive goals. [Written by MAL Rewrite]",Sirius;;Tenrou,903,153617,62915,TV,R - 17+ (violence & profanity),Summer 2018,P.A. Works,action;historical;supernatural;vampire
898,7.07,https://cdn.myanimelist.net/images/anime/1145/93668.jpg,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler—Frieza's brother—sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight ...until Goku transforms into Super Saiyan. (Source: ANN)",Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,1282,104004,65384,Movie,PG-13 - Teens 13 or older,Not available,Toei Animation,action;adventure;comedy;fantasy;sci-fi;shounen
37447,7.09,https://cdn.myanimelist.net/images/anime/1287/100389.jpg,"Narumi Katou is a middle-aged man who suffers from the bizarre ZONAPHA Syndrome: a rare and inexplicable disease that causes its victims to endure severe seizures at random, with the only cure being to watch someone laugh. One day, during Narumi's part time job, a young boy with a giant suitcase fleeing from three adults runs into him. The boy introduces himself as Masaru Saiga, the new owner of the famous Saiga Enterprises following his father's recent death. However, other members of his family are trying to assassinate him and claim the fortune for themselves. Determined to save the child, Narumi helps Masaru escape and ends up fighting the pursuers, only to discover that they are sentient humanoid puppets with superhuman strength. As Narumi is about to lose, a white-haired girl suddenly joins the fray and swiftly summons yet another puppet from the boy's suitcase, claiming herself to be Shirogane, Masaru's guardian. Karakuri Circus follows three people from different backgrounds whose fates intertwine and diverge as they unravel the mysteries of an ancient tale of love and betrayal, and the long, ancient battle between humans and puppets. [Written by MAL Rewrite]",Karakuri Circus (TV),1696,72333,18689,TV,PG-13 - Teens 13 or older,Fall 2018,Studio VOLN,action;adventure;mystery;drama;shounen
5220,7.08,https://cdn.myanimelist.net/images/anime/10/77061.jpg,"In a post-apocalyptic society, much of earthquake-riddled Japan has been left to ruin, resulting in an abundance of greenery. Governments manage much of the world's emissions, resulting in a massive class divide and economic disparity. The Japanese government launches ""Project Atlas,"" a utopian city that will replace Tokyo but can only fit a certain amount of people. This limitation means that some people will have to live outside the city in jungles, as refugees. However, with any flawed plan comes those who are willing to challenge it. These include Kuniko Houjou, an heir to a renegade town; Mikuni, a mysterious and powerful child kept in a secret temple; Kunihito Kusanagi, a soldier for the high-tech and exclusive monopoly Atlas; Karin Ishida, a genius economics whiz with her hand in markets across the world; and the villainous Ryouko Naruse, leading Atlas in its domination of this future world. Can this group of rebels, forming a movement known as ""Metal-Age,"" band together to demonstrate that inclusion and teamwork prevail over cruel segregation? [Written by MAL Rewrite]",Shangri-La,2137,51332,15205,TV,PG-13 - Teens 13 or older,Spring 2009,Gonzo,action;drama;sci-fi
9539,7.06,https://cdn.myanimelist.net/images/anime/11/41625.jpg,"Cardfight!! Vanguard features a world where the game Cardfight!! Vanguard is becoming the latest craze among trading card games, becoming a part of everyday life for people all over the world. The game is not limited to Earth alone; battles between the creatures used by the players take place on another planet called Cray. The story begins with Aichi Sendou, a timid middle schooler whose meek attitude often leaves him a target for bullies. Aichi was given a very rare card, ""Blaster Blade"", when he was very young. It's his one treasure that gives him hope. That is, until it gets taken from him. Although Aichi has never played Cardfight!! Vanguard before, he challenges the thief to a game in order to win the ""Blaster Blade"" back. This high-stakes game quickly draws Aichi into the world of Vanguard battles, which will test and change his worth as both a player and a person.",Cardfight!! Vanguard,2434,40765,17761,TV,PG-13 - Teens 13 or older,Winter 2011,TMS Entertainment,action;game;adventure;demons;shounen
1920,7.07,https://cdn.myanimelist.net/images/anime/3/10127.jpg,"Lum doesn't need much assistance going ballistic when everyone in Tomobiki gets an invitation to Ataru's wedding -- and she's not listed as the bride! It seems that some 11 years ago, Ataru played ""Shadow Tag"" with a young girl named Elle and won. Unfortunately, Elle was yet another Alien Princess; and on her planet, if a boy steps on a girl's shadow, they have to marry. When Elle's emissary comes to make arrangements, Lum redefines the term ""the atmosphere was electric,"" but to no avail: a force-field now protects Ataru from her high voltage love-zaps. Lum's friend Benten suggests a pre-emptive wedding, and they proceed to abduct Ataru and all of the wedding guests, and the stage is set for the shotgun wedding of all time! (Source: AniDB)",Urusei Yatsura Movie 1: Only You,5457,7157,3367,Movie,PG-13 - Teens 13 or older,Not available,Studio Pierrot,action;adventure;comedy;romance;drama;sci-fi
1493,7.07,https://cdn.myanimelist.net/images/anime/3/72859.jpg,"The 2nd Chapter continues the story of Ryo Takatsuki and his companions' quest to discover the secret of the mysterious A.R.M.S. they all possess and what the future may hold for them. They now know where the answers lie but to get to them, they must fight a desperate fight of survival against a powerful military corporation that wants their secrets no matter what the cost. (Source: AniDB)",Project ARMS: The 2nd Chapter;;Project Arms 2;;ARMS2,6365,4844,1791,TV,R - 17+ (violence & profanity),Fall 2001,TMS Entertainment,action;fantasy;martial arts;super power;school
2331,7.08,https://cdn.myanimelist.net/images/anime/3/2598.jpg,"It is the thirty-first century. Ulysses killed the giant Cyclops when he rescued the children and his son, Telemachus. But the ancient gods of Olympus are angry and threaten a terrible revenge: Ulysses is sentenced to travel through the universe of Olympus with a frozen crew on a quest to find the Kingdom of Hades. Only when he has found the Kingdom of Hades will his crew be free of their curse and he will be able to return to Earth and to his beloved Penelope. (Source: AniDB)",Uchuu Densetsu Ulysses 31,6739,4200,1720,TV,G - All Ages,Fall 1981,TMS Entertainment,action;adventure;sci-fi;space
17917,7.07,https://cdn.myanimelist.net/images/anime/1574/94701.jpg,"Year 2055, four years after the events in Danball Senki W. LBXs have become the world’s largest hobby, big enough for pro leagues to be established, and people to make their entire living off being an LBX player. 14-year-old Arata is a new transfer student at Kamui Daimon Integrated Academy on Kamui Island, near Japan. Known to be the most prestigious institution in the world for raising LBX players and mechanics, entrance to the academy requires an extremely competitive hurdle of being the champion of at least three official tournaments. Along with other members of his platoon, they face rivals and delve into the secrets lurking within the academy. (Source: ANN)",Danball Senki Wars;;Danbooru Senki Wars,7282,3453,1239,TV,G - All Ages,Spring 2013,OLM,action;kids;mecha
